name,B cells,DC,HSC,Monocytes,NK cells,T cells
HSC_PB87,0.06461219595894299,0.0,0.7386599739170288,0.0,0.07757001173298747,0.11915781839104093
NK cells_PB88,0.026422091710791212,0.1576497076707639,0.085125845042288,0.08947878801930147,0.6413235675568555,0.0
B cells_PB89,0.7773794879586292,0.0,0.032082675146608314,0.0,0.08015712820602296,0.11038070868873959
HSC_PB90,0.03781496298631859,0.0,0.5085046074449152,0.2405515272623408,0.1295210965015303,0.08360780580489505
HSC_PB91,0.13209858713615996,0.08244203376423569,0.3673795293863389,0.41807984971326545,0.0,0.0
Monocytes_PB92,0.0,0.22271826905718978,0.034093627016477605,0.6659539230945675,0.07723418083176521,0.0
DC_PB93,0.0,0.8242533250438376,0.02440383212365329,0.10473571243487112,0.031544966677048286,0.015062163720589711
HSC_PB94,0.08761278801429431,0.0,0.7016513528118137,0.08610285997613945,0.02869624911563105,0.09593675008212149
DC_PB95,0.00016662664564539133,0.9322286579604219,0.06157160730875194,0.00603310808518068,0.0,0.0
Monocytes_PB96,0.12178073136518928,0.03723557452068642,0.0947072912663802,0.557478209281756,0.13090333583441582,0.05789485773157236
HSC_PB97,0.020962113384524722,0.03919341943694854,0.5728465635484506,0.3669979036300761,0.0,0.0
DC_PB98,0.04346568482576502,0.7836286557988549,0.06011710948848087,0.0037337249586330353,0.048521870634682565,0.06053295429358358
DC_PB99,0.052660160442174406,0.30059111634299795,0.05639374557859167,0.4538737834702693,0.001463249965521012,0.13501794420044572
HSC_PB100,0.13338343221820229,0.03668772892079081,0.37565713542826007,0.2869119779017064,0.058073931845701574,0.1092857936853389
T cells_PB101,0.12536363376688645,0.04838128610352452,0.15164014925168368,0.5959425594271032,0.07867237145080225,0.0
HSC_PB102,0.026344937137208663,0.0633326560771836,0.650765975308367,0.1851728725973925,0.0017168474764638285,0.07266671140338445
B cells_PB103,0.39432360238667047,0.0694217408792068,0.08835527857626871,0.4478993781578541,0.0,0.0
B cells_PB104,0.5744245952790415,0.0,0.12314408449814256,0.2789516136094368,0.02347970661337925,0.0
DC_PB105,0.0,0.7411413819290901,0.017139606194334547,0.2417190118765754,0.0,0.0
Monocytes_PB106,0.14485281779757053,0.28359797988576213,0.07574103137958119,0.14387295603347897,0.07971419218786244,0.27222102271574455
T cells_PB107,0.20129828027357294,0.17304774099115422,0.1377198610664066,0.4753019014953734,0.01263221617349304,0.0
NK cells_PB108,0.03136396629843214,0.1800842150622811,0.07474105301634472,0.20689307022240286,0.5069176954005392,0.0
B cells_PB109,0.5437681959948037,0.0,0.1419968652376753,0.24814167057645514,0.0,0.06609326819106577
HSC_PB110,0.2747873073049666,0.08392002584564406,0.45069344140816303,0.08879042947972449,0.0,0.10180879596150186
T cells_PB111,0.3049834117857167,0.0,0.26081301618143793,0.41049437573078346,0.0,0.023709196302061853
HSC_PB112,0.30804645103540923,0.14290291399474558,0.4918825628113085,0.009627234380357789,0.0038009196500322787,0.043739918128146614
B cells_PB113,0.87840243250953,0.0,0.12159756749046995,0.0,0.0,0.0
Monocytes_PB114,0.0,0.14995881580131867,0.056980436780667415,0.6377143642842323,0.15534638313378163,0.0
HSC_PB115,0.009335154540865928,0.05625990289322789,0.564775238576727,0.21914513134397814,0.07439729893223335,0.07608727371296768
T cells_PB116,0.30257936237561905,0.013499913885801374,0.12680557053977257,0.1986828473093838,0.0,0.3584323058894233
T cells_PB117,0.1751643912500807,0.07977272401978136,0.07129176257784633,0.21533774020197738,0.13637885262553584,0.32205452932477835
NK cells_PB118,0.05516094967212689,0.03603848708794376,0.09851585765750746,0.35162201069683763,0.35271520320121474,0.10594749168436945
NK cells_PB119,0.044667367162019536,0.0,0.06983871774840297,0.0,0.6464118418793265,0.239082073210251
HSC_PB120,0.05280321862473405,0.0,0.7042962252630809,0.14276967061892643,0.007154217464566953,0.09297666802869159
DC_PB121,0.14746663052486764,0.7411639653972042,0.04097078237928622,0.018781761044100828,0.05161686065454128,0.0
B cells_PB122,0.8521697420838941,0.005218965870487742,0.09982658134309938,0.0,0.04278471070251885,0.0
T cells_PB123,0.15185726741358954,0.0740295258126003,0.08381721798606723,0.5256330059022024,0.03931358476075306,0.12534939812478743
DC_PB124,0.13334607724487088,0.3895471700677863,0.06613534254111204,0.3275041258304323,0.06500216922215518,0.018465115093643167
HSC_PB125,0.010848065594223895,0.12951493399916625,0.510651745707963,0.23734700042190662,0.006883932647059714,0.10475432162968068
HSC_PB126,0.036145141798172534,0.06274777754560341,0.5595435546331822,0.26750645738046075,0.023648295735540913,0.05040877290704022
NK cells_PB127,0.13547418153430088,0.05003922556327528,0.09671002745858133,0.2588186114590216,0.458957953984821,0.0
DC_PB128,0.07930585429846274,0.6121914870835301,0.009856763693659053,0.21764178502473056,0.08100410989961765,0.0
NK cells_PB129,0.0010896559500300684,0.07033048936324543,0.11341938232726112,0.5552032494198107,0.25995722293965273,0.0
T cells_PB130,0.2878855943008052,0.08879931159013779,0.10024805413138783,0.5116657099015547,0.0,0.0114013300761143
Monocytes_PB131,0.11976166077364137,0.2484252551243205,0.04877310862495705,0.5790301795437115,0.004009795933369642,0.0
T cells_PB132,0.023999741457333006,0.15563320132728245,0.08068343029035546,0.5297636699611996,0.20991995696382948,0.0
T cells_PB133,0.12806439322762223,0.07342383772263046,0.08519457563116775,0.5136928211080778,0.19962437231050167,0.0
T cells_PB134,0.1094986274738553,0.19138596438766134,0.11219357197718968,0.30789207751653075,0.14668782316851836,0.13234193547624448
NK cells_PB135,0.01782063255116843,0.0,0.11857566089472467,0.018460197893959373,0.8451435086601474,0.0
T cells_PB136,0.14728399626689825,0.12968795056117374,0.0973610755944126,0.5584621610068413,0.004284224360666445,0.06292059221000766
T cells_PB137,0.3644775661114977,0.07812297033540698,0.10224354008809661,0.30569850283241495,0.0,0.14945742063258377
B cells_PB138,0.7104879295979354,0.0,0.10506271262522954,0.18444935777683505,0.0,0.0
HSC_PB139,0.0745419662903398,0.2486076375808718,0.5112136458827139,0.15608539751205394,0.0,0.009551352734020689
HSC_PB140,0.09563825536021016,0.0,0.8439554695486405,0.0,0.0,0.060406275091149264
NK cells_PB141,0.05640900820524113,0.0,0.07233145442228672,0.0,0.8352595333420838,0.036000004030388284
Monocytes_PB142,0.018866299464226615,0.14535027641849113,0.08919321117276975,0.46701707747459004,0.2795731354699226,0.0
HSC_PB143,0.020313004265597043,0.007449318405830032,0.717763600785961,0.09092015052692803,0.08660330064859927,0.07695062536708457
DC_PB144,0.10384164991802775,0.6422873876778133,0.09420111782007584,0.0,0.07280447054692393,0.08686537403715909
T cells_PB145,0.20468128466234958,0.032133699410301315,0.10524855801362948,0.557299982928485,0.10063647498523462,0.0
