"","NK cells","T cells","Monocytes","B cells"
"B cells_PB58",0.00988361344344811,0.442540065883796,0.323502233610144,0.224074087062612
"Monocytes_PB59",0.0249607711084402,0.732279538999017,0.137973763681097,0.104785926211446
"T cells_PB60",0.01945756290875,0.390844918301532,0.488463954378219,0.101233564411499
"Monocytes_PB61",0.00944996901144448,0.615423072447078,0.361652580445727,0.013474378095751
"Monocytes_PB62",0.0242575560065488,0.593561382598534,0.29144656135182,0.0907345000430975
"B cells_PB63",0.00322008819955882,0.201177531128177,0.111656162855762,0.683946217816502
"T cells_PB64",0.0300559284242166,0.412263241692617,0.4504224108618,0.107258419021366
"Monocytes_PB65",0.0122301046658129,0.656916613854047,0.281937338137423,0.0489159433427169
"Monocytes_PB66",0.00341205908111671,0.519541014099039,0.470914090625363,0.00613283619448138
"T cells_PB67",0.0834482697605673,0.295667166282439,0.511743692830486,0.109140871126508
"Monocytes_PB68",0,0.307774161975356,0.674823659278148,0.0174021787464959
"T cells_PB69",0.0474489466046081,0.209083634586169,0.58512915695675,0.158338261852473
"T cells_PB70",0.00294813864275671,0.869844787789739,0.1074290540204,0.0197780195471039
"NK cells_PB71",0.572468546076125,0.282289273129441,0.140828597814529,0.00441358297990578
"T cells_PB72",0.0410587657780325,0.29020170341291,0.52321157179718,0.145527959011877
"T cells_PB73",0.0575481628868907,0.167195196714025,0.632227603625874,0.14302903677321
"B cells_PB74",0.00437758924302261,0.167526044116836,0.133697667520665,0.694398699119476
"Monocytes_PB75",0.0180471414061335,0.385905772775704,0.590423856410161,0.00562322940800163
"B cells_PB76",0.0105680483181175,0.249223509521865,0.13540250980057,0.604805932359447
"T cells_PB77",0,0.711513695389645,0.245883357334423,0.0426029472759317
"NK cells_PB78",0.124713007691822,0.548023720316049,0.327263271992129,0
"NK cells_PB79",0.274732330071436,0.40731460237845,0.284095709521948,0.0338573580281663
"T cells_PB80",0.0741005801058987,0.220585919858365,0.607202995067981,0.098110504967755
"B cells_PB81",0.00851859564515579,0.16332433387986,0.110609332543751,0.717547737931233
"T cells_PB82",0,0.621645749079853,0.298063631360112,0.0802906195600354
"T cells_PB83",0.0186166170521791,0.433909617681614,0.489889715878579,0.0575840493876279
"B cells_PB84",0.0114773677497406,0.571281498709476,0.301107567482848,0.116133566057935
"T cells_PB85",0.0433169250632063,0.390748347203569,0.433527450497262,0.132407277235963
"B cells_PB86",0.00757830571641484,0.424611071091093,0.242992253172023,0.324818370020469
"B cells_PB87",0.0121805256825612,0.233857026900091,0.143673801630175,0.610288645787173
"B cells_PB88",0.00605008199503024,0.259555770882936,0.173253258220452,0.561140888901581
"T cells_PB89",0.0038107914616163,0.814642126795588,0.134826481225944,0.0467206005168514
"T cells_PB90",0.0201849045394891,0.507235158662835,0.414669410527397,0.0579105262702786
"B cells_PB91",0,0.568585716333143,0.277156966490066,0.154257317176791
"T cells_PB92",0.0125077425671606,0.676666230176381,0.238791982023776,0.0720340452326823
"B cells_PB93",0.0157301113591528,0.176049557716169,0.153101159671026,0.655119171253652
"T cells_PB94",0.0360758206680377,0.580353678095985,0.339617358889134,0.043953142346844
"B cells_PB95",0,0.2069663944749,0.157403386305622,0.635630219219478
"NK cells_PB96",0.36013496249212,0.384939827199208,0.208281576621972,0.0466436336866999
"B cells_PB97",0.0118575710055437,0.303180207548959,0.217559302006778,0.467402919438719
"T cells_PB98",0.0289866831859038,0.498423025531032,0.39951655336685,0.0730737379162143
"B cells_PB99",0,0.644176653444271,0.273988874500384,0.0818344720553446
"NK cells_PB100",0.131987913118895,0.566423700700009,0.264246397306335,0.0373419888747603
"Monocytes_PB101",0.00973151398155479,0.765304470119218,0.106456872505972,0.118507143393256
"T cells_PB102",0.00664794918756593,0.641348479092327,0.32386251480822,0.0281410569118867
"T cells_PB103",0.0544589420355723,0.444540027202254,0.430699374584553,0.0703016561776199
"Monocytes_PB104",0.00487937936501421,0.507303959785118,0.462024234123674,0.0257924267261933
"Monocytes_PB105",0.016383130989671,0.231722423991107,0.751894445019222,0
"Monocytes_PB106",0.00205444381644352,0.71362324842527,0.264103979984376,0.0202183277739098
"B cells_PB107",0.0224087521700711,0.363759819025365,0.229765825089733,0.384065603714831
"T cells_PB108",0.000206617245255734,0.700957107645667,0.232324318774241,0.0665119563348362
