"","NK cells","T cells","Monocytes","B cells"
"Monocytes_PB144",1.60596557154319e-05,0.641122294044719,0.210401415821104,0.148460230478462
"T cells_PB145",0.0174978467162839,0.49131014836792,0.276165895755731,0.215026109160065
"NK cells_PB146",0.029882515064007,0.577330620413142,0.150273045839442,0.242513818683409
"B cells_PB147",-3.51873057823371e-20,0.26265009934423,0.0720341710346911,0.665315729621079
"NK cells_PB148",0.312188092505782,0.494046730699923,0.12483745510452,0.0689277216897745
"T cells_PB149",0.0423933800102257,0.285346714872528,0.402338574692218,0.269921330425029
"T cells_PB150",6.3964940430431e-07,0.462531787679648,0.333826573781264,0.203640998889683
"NK cells_PB151",0.541971304808164,0.352434358636826,0.0373034714115711,0.0682908651434383
"T cells_PB152",0.0417870129546877,0.438843032461525,0.38297544186556,0.136394512718227
"NK cells_PB153",0.142967906460273,0.547307432801082,0.262934327147299,0.0467903335913465
"T cells_PB154",0.00493452042605631,0.592329378666272,0.252298340635553,0.150437760272119
"Monocytes_PB155",3.44945963042306e-06,0.265694597754804,0.574434021399414,0.159867931386152
"Monocytes_PB156",1.27216710512721e-05,0.626656268344509,0.153032081949594,0.220298928034845
"T cells_PB157",1.96732639098995e-05,0.643079008912502,0.203527827936489,0.1533734898871
"NK cells_PB158",0.526842602161121,0.349786011600985,0.0832232859226251,0.0401481003152686
"Monocytes_PB159",3.71380528259137e-06,0.589289007645384,0.145071675436243,0.26563560311309
"B cells_PB160",2.88830598461869e-19,0.242096302608562,0.0263721682485875,0.731531529142851
"NK cells_PB161",0.228628235452754,0.505992431041296,0.141130957862253,0.124248375643697
"NK cells_PB162",0.39104895047675,0.487528586750278,0.0974884126200811,0.0239340501528901
"NK cells_PB163",0.238283850283079,0.642024021978471,0.0463815038460608,0.0733106238923887
"NK cells_PB164",0.373458908063319,0.447132997878309,0.112829080973621,0.0665790130847511
"Monocytes_PB165",0.00182903473952574,0.610786949914425,0.0844420388838543,0.302941976462195
"NK cells_PB166",0.515324690421552,0.379074399793809,0.0667724495271702,0.0388284602574686
"NK cells_PB167",0.241832803632545,0.442260668998413,0.125575978371636,0.190330548997406
"NK cells_PB168",0.152526677187484,0.467485980555043,0.213124995958884,0.166862346298589
"NK cells_PB169",0.0278896440057012,0.52740749123857,0.160852874637274,0.283849990118455
"NK cells_PB170",0.446000621874309,0.433354954659253,0.083828153363143,0.0368162701032954
"NK cells_PB171",0.460853338274486,0.393628131424865,0.105314793387911,0.0402037369127372
"T cells_PB172",0.0281333298385044,0.293881530768829,0.35588381383134,0.322101325561326
"B cells_PB173",2.51254364009811e-09,0.359061508068019,0.0755894382705457,0.565349051148892
"Monocytes_PB174",0.00443539607599812,0.613587105099392,0.161455888319637,0.220521610504973
"B cells_PB175",-2.19941261584594e-19,0.151307017793363,0.0565555142344287,0.792137467972208
"NK cells_PB176",0.135591955963612,0.534868305226942,0.231270934744386,0.0982688040650598
"T cells_PB177",4.05371185365271e-05,0.71976139246215,0.165066635101935,0.115131435317379
"Monocytes_PB178",9.15531862782699e-07,0.531928380768319,0.215236426918548,0.25283427678127
"T cells_PB179",1.55530788407639e-06,0.888909449793876,0.0686034787774293,0.0424855161208109
"Monocytes_PB180",0.0166008948296997,0.714794008626343,0.0897801966012524,0.178824899942705
"B cells_PB181",2.28261192105285e-10,0.369897231458579,0.108274672443029,0.521828095870131
"B cells_PB182",0.00935748194839707,0.548673644289027,0.202673314269554,0.239295559493023
"T cells_PB183",1.31926371299499e-06,0.715345480941284,0.0651200347907356,0.219533165004267
"Monocytes_PB184",0.00511647592226237,0.257374140343269,0.60037836914105,0.137131014593419
"T cells_PB185",0.0359608291341504,0.444690030916022,0.311351415709849,0.207997724239978
"NK cells_PB186",0.457220312778649,0.397420976111191,0.10408192555364,0.0412767855565195
"B cells_PB187",-1.79004215653876e-20,0.151240301100887,0.0293331317060048,0.819426567193108
"Monocytes_PB188",1.14218289337679e-05,0.565505091845872,0.343690619659093,0.090792866666101
"NK cells_PB189",0.285592077747665,0.502466085086233,0.0814128413762547,0.130528995789848
"Monocytes_PB190",0.0020145878642817,0.700653230073944,0.174409425623792,0.122922756437982
"B cells_PB191",0.0127732315055177,0.541437504961673,0.206696646044327,0.239092617488482
"NK cells_PB192",0.628816331234534,0.285927411700921,0.0581330001156713,0.027123256948874
"NK cells_PB193",0.690327766175423,0.220535127139935,0.0539980776412801,0.0351390290433623
"NK cells_PB194",0.458481644237951,0.375199302332766,0.113386254042794,0.0529327993864884
"Monocytes_PB195",0.0117058938140475,0.654004489986443,0.229796034739004,0.104493581460505
"B cells_PB196",1.31661530918599e-19,0.426923979564634,0.0810117139860585,0.492064306449307
"T cells_PB197",0.00532182714451677,0.653118591696025,0.157452563750247,0.184107017409211
"B cells_PB198",-1.45531758865167e-20,0.097654775339387,0.0174917144222964,0.884853510238317
"NK cells_PB199",0.347559719681349,0.53654364696269,0.0401265650064896,0.0757700683494717
"NK cells_PB200",0.580111684855358,0.310264299958326,0.0836794844797685,0.025944530706548
"B cells_PB201",6.04695942782896e-09,0.218475531457107,0.0480296120842,0.733494850411734
