"","NK cells","T cells","Monocytes","B cells"
"Monocytes_PB188",0.131552813469679,0,0.858961654659165,0.00948553187115601
"B cells_PB189",0.118507930187751,0,0.270819699923935,0.610672369888314
"B cells_PB190",0.196273877859436,0,0.416647779668277,0.387078342472288
"B cells_PB191",0.236930401370935,0.00433789710009159,0.460336223936001,0.298395477592973
"B cells_PB192",0.0766006910018028,0,0.0951473697306974,0.8282519392675
"Monocytes_PB193",0.0392205499723592,0,0.960779450027641,0
"T cells_PB194",0.291782142257398,0.0878400103512972,0.493471530033216,0.126906317358088
"NK cells_PB195",0.537249241607705,0.00289657442494756,0.351928511803298,0.107925672164049
"Monocytes_PB196",0.187758650766113,0,0.770021959687329,0.0422193895465587
"T cells_PB197",0.310476253116249,0.116320390448495,0.469148083599826,0.104055272835431
"Monocytes_PB198",0.0412608293236951,0,0.958739170676305,0
"NK cells_PB199",0.863642010786086,0,0.10907064140268,0.0272873478112333
"B cells_PB200",0.0943480783106133,0,0.0960860937426855,0.809565827946701
"Monocytes_PB201",0.0808125907496052,0,0.908135704954883,0.0110517042955114
"Monocytes_PB202",0.349958925492171,0.00496916486966258,0.429266970193041,0.215804939445126
"NK cells_PB203",0.355348327526402,0.0668226205403763,0.441448005274984,0.136381046658237
"T cells_PB204",0.218346627339345,0.217398168522379,0.354598599746404,0.209656604391871
"T cells_PB205",0.244762861774953,0.0892817155526212,0.542159488238972,0.123795934433453
"B cells_PB206",0.247087890432688,0.0217485703918957,0.514222087937329,0.216941451238087
"NK cells_PB207",0.321281040105616,0.0211102396318741,0.45518709183182,0.20242162843069
"T cells_PB208",0.237535735196082,0.0420595698166387,0.518601330350462,0.201803364636818
"NK cells_PB209",0.242182982224142,0.131971849494453,0.523941911905589,0.101903256375816
"NK cells_PB210",0.357928031171998,0.0884483864499056,0.380943256089316,0.172680326288781
"NK cells_PB211",0.534417570460469,0,0.395648685765242,0.0699337437742892
"B cells_PB212",0.106554467410644,0,0.254199057121385,0.639246475467971
"Monocytes_PB213",0.0779400544611945,0,0.896163032671839,0.0258969128669661
"B cells_PB214",0.172612172694367,0,0.404455659044292,0.422932168261341
"T cells_PB215",0.276240967461018,0.160813796321982,0.431634640006079,0.131310596210921
"NK cells_PB216",0.367947403363466,0.00126011417094796,0.512526597488766,0.11826588497682
"B cells_PB217",0.201977424353232,0,0.381074160725736,0.416948414921032
"Monocytes_PB218",0.0799721926521872,0,0.914025154865912,0.00600265248190065
"T cells_PB219",0.259449796038276,0,0.476211371017096,0.264338832944628
"T cells_PB220",0.201708466591451,0.275324118821007,0.38293779781175,0.140029616775792
"NK cells_PB221",0.647371738752208,0.00181600102537072,0.305119470395944,0.0456927898264773
"Monocytes_PB222",0.0897388190407585,0,0.887533893184802,0.0227272877744391
"Monocytes_PB223",0.306879376940956,0.0450983821587521,0.458513338999504,0.189508901900788
"B cells_PB224",0.131811545667119,0,0.40355893435841,0.464629519974472
"B cells_PB225",0.160368733535065,0,0.37737249323864,0.462258773226295
"Monocytes_PB226",0.249236639676164,0.0499575417365753,0.590456921288937,0.110348897298323
"T cells_PB227",0.189243573578929,0.460251381583019,0.266169075957518,0.0843359688805338
"B cells_PB228",0.11966268524907,0,0.38653731431832,0.49380000043261
"T cells_PB229",0.248343029657049,0.332972450457975,0.321108331348744,0.0975761885362327
"B cells_PB230",0.0899283795027224,0,0.231931648709966,0.678139971787311
"T cells_PB231",0.255826799234649,0.150909467670405,0.422522778342256,0.170740954752689
"NK cells_PB232",0.55461426040211,0,0.382355852926021,0.0630298866718685
"B cells_PB233",0.117927998954025,0,0.281406108034068,0.600665893011906
"T cells_PB234",0.289157067725075,0,0.56145230342753,0.149390628847395
"B cells_PB235",0.164261465740249,0,0.450325178487407,0.385413355772344
"T cells_PB236",0.280168473561768,0.120451989846445,0.423568434448177,0.17581110214361
"Monocytes_PB237",0.187014565654395,0.0131076559980188,0.641130286509498,0.158747491838088
"Monocytes_PB238",0.280144204509966,0.158327114064309,0.350058197677275,0.211470483748449
"NK cells_PB239",0.684155614592217,0,0.267936043880801,0.0479083415269826
"T cells_PB240",0.224020642243857,0,0.73242487910236,0.0435544786537834
"B cells_PB241",0.0851590567760486,0,0.091689516650654,0.823151426573297
"T cells_PB242",0.214192160864752,0.428107779764878,0.256208542913697,0.101491516456674
"NK cells_PB243",0.838052447681082,0,0.161947552318918,0
"B cells_PB244",0.178226418306389,0,0.324425997579043,0.497347584114568
"B cells_PB245",0.232073427225306,0,0.531571078206196,0.236355494568498
"B cells_PB246",0.0764221950541482,0,0.0775433537825013,0.846034451163351
"Monocytes_PB247",0.14452606007773,0,0.766370762541099,0.0891031773811706
"B cells_PB248",0.0664870776984691,0,0.0673589332677229,0.866153989033808
"Monocytes_PB249",0.0353138656684033,0,0.960076909171105,0.00460922516049168
"Monocytes_PB250",0.0546257084043217,0,0.945374291595678,0
